Abstract Loop,keyMode,triadMode,formMode,beatMode,Loop Total,Loop Total Songs,Loop Song IDs,Loop ProgIDs,Loop Forms,Abstract Lick,Lick Total,Lick Total Songs,Lick Song IDs,Lick Forms,Lick Length
5maj_7maj_,False,1,True,False,136,36, 1009 1018 1061 1071 1100 1113 1117 1139 1177 139 147 191 203 207 229 234 245 246 254 293 318 330 41 452 468 477 492 559 619 662 674 752 879 900 91 968, 73 74 75 92 93 94 111 115 157 158 159 171 172 173, c d l v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,6,4, 234 246 452 968, c v,12
5maj_7maj_,False,1,True,False,136,36, 1009 1018 1061 1071 1100 1113 1117 1139 1177 139 147 191 203 207 229 234 245 246 254 293 318 330 41 452 468 477 492 559 619 662 674 752 879 900 91 968, 73 74 75 92 93 94 111 115 157 158 159 171 172 173, c d l v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,3,3, 1113 245 452, c v,11
5maj_7maj_,False,1,True,False,136,36, 1009 1018 1061 1071 1100 1113 1117 1139 1177 139 147 191 203 207 229 234 245 246 254 293 318 330 41 452 468 477 492 559 619 662 674 752 879 900 91 968, 73 74 75 92 93 94 111 115 157 158 159 171 172 173, c d l v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,2,2, 1061 468, c,10
5maj_7maj_,False,1,True,False,136,36, 1009 1018 1061 1071 1100 1113 1117 1139 1177 139 147 191 203 207 229 234 245 246 254 293 318 330 41 452 468 477 492 559 619 662 674 752 879 900 91 968, 73 74 75 92 93 94 111 115 157 158 159 171 172 173, c d l v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,24,10, 1071 1139 147 229 318 452 662 752 879 91, c l,9
5maj_7maj_,False,1,True,False,136,36, 1009 1018 1061 1071 1100 1113 1117 1139 1177 139 147 191 203 207 229 234 245 246 254 293 318 330 41 452 468 477 492 559 619 662 674 752 879 900 91 968, 73 74 75 92 93 94 111 115 157 158 159 171 172 173, c d l v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj,48,15, 1009 1018 1177 139 191 203 207 330 468 492 559 662 674 752 900, d,6
2maj_5maj_9min_8maj_,False,1,True,False,117,31, 1063 1094 112 119 1210 1228 1270 145 157 19 253 355 371 401 434 465 484 511 54 543 549 568 571 572 587 620 623 67 749 964 992, 27 56 79 113 126 150 161 162 194 205, c i v,.maj_5.maj_9.min_8.maj_2.maj_5.maj_9.min_8.maj_2.maj_5.maj,7,3, 355 54 620, v,10
2maj_5maj_9min_8maj_,False,1,True,False,117,31, 1063 1094 112 119 1210 1228 1270 145 157 19 253 355 371 401 434 465 484 511 54 543 549 568 571 572 587 620 623 67 749 964 992, 27 56 79 113 126 150 161 162 194 205, c i v,.maj_9.min_8.maj_2.maj_5.maj_9.min_8.maj_2.maj,44,11, 1094 119 1228 145 253 355 54 549 568 571 749, c v,8
2maj_5maj_9min_8maj_,False,1,True,False,117,31, 1063 1094 112 119 1210 1228 1270 145 157 19 253 355 371 401 434 465 484 511 54 543 549 568 571 572 587 620 623 67 749 964 992, 27 56 79 113 126 150 161 162 194 205, c i v,.min_8.maj_2.maj_5.maj_9.min_8.maj_2.maj,5,2, 1270 54, c v,7
2maj_5maj_9min_8maj_,False,1,True,False,117,31, 1063 1094 112 119 1210 1228 1270 145 157 19 253 355 371 401 434 465 484 511 54 543 549 568 571 572 587 620 623 67 749 964 992, 27 56 79 113 126 150 161 162 194 205, c i v,.maj_2.maj_5.maj_9.min_8.maj_2.maj,13,5, 1094 19 401 511 992, c v,6
2maj_5maj_9min_8maj_,False,1,True,False,117,31, 1063 1094 112 119 1210 1228 1270 145 157 19 253 355 371 401 434 465 484 511 54 543 549 568 571 572 587 620 623 67 749 964 992, 27 56 79 113 126 150 161 162 194 205, c i v,.maj_5.maj_9.min_8.maj_2.maj,20,8, 1094 157 465 484 543 572 587 992, c v,5
2maj_5maj_9min_8maj_,False,1,True,False,117,31, 1063 1094 112 119 1210 1228 1270 145 157 19 253 355 371 401 434 465 484 511 54 543 549 568 571 572 587 620 623 67 749 964 992, 27 56 79 113 126 150 161 162 194 205, c i v,.maj_9.min_8.maj_2.maj,28,9, 1063 112 1210 371 434 623 67 749 964, i,4
77_10maj_7maj_,False,1,True,False,94,13, 1287 235 346 358 366 430 432 706 748 779 886 900 993, 9 13 14 170 175, d o v,.7_10.maj_7.maj_7.7_10.maj_7.maj,39,2, 430 886, v,6
77_10maj_7maj_,False,1,True,False,94,13, 1287 235 346 358 366 430 432 706 748 779 886 900 993, 9 13 14 170 175, d o v,.maj_7.maj_7.7_10.maj_7.maj,6,2, 1287 900, v,5
77_10maj_7maj_,False,1,True,False,94,13, 1287 235 346 358 366 430 432 706 748 779 886 900 993, 9 13 14 170 175, d o v,.maj_7.7_10.maj_7.maj,4,2, 346 886, v,4
77_10maj_7maj_,False,1,True,False,94,13, 1287 235 346 358 366 430 432 706 748 779 886 900 993, 9 13 14 170 175, d o v,.7_10.maj_7.maj,45,9, 235 358 366 432 706 748 779 886 993, d o,3
7maj_9min7_10maj(11)_10maj_,False,1,True,False,13,1, 555, 29, c,.maj_9.min7_10.maj(11)_10.maj,13,1, 555, c,4
3maj_9min_,False,1,True,False,33,6, 112 1270 1292 228 250 404, 107, d,.maj_9.min_3.maj_9.min,33,6, 112 1270 1292 228 250 404, d,4
3maj_9min_8maj_7maj_9min_,False,1,True,False,15,3, 310 814 902, 182, v,.maj_7.maj_9.min_3.maj_9.min,15,3, 310 814 902, v,5
07_0maj_,False,1,True,False,9,3, 382 461 943, 135, v,.maj_0.7_0.maj_0.7,9,3, 382 461 943, v,4
2min_5maj_5maj_,False,1,True,False,23,5, 369 729 767 872 917, 207, v,.min_5.maj_5.maj_2.min_5.maj,23,5, 369 729 767 872 917, v,5
21_21_81_,False,1,True,False,10,2, 352 913, 2 3 4, v,.1_8.1_2.1_2.1_8.1_2.1,10,2, 352 913, v,6
2maj_2min_8maj_,False,1,True,False,102,18, 1051 1073 1279 155 16 281 334 352 44 465 478 531 572 599 842 898 913 991, 43 44 45 57 58 59 123 124 145 146 151 191 192 193 201 203 204, c p v,.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,36,6, 1073 1279 334 531 599 898, c,12
2maj_2min_8maj_,False,1,True,False,102,18, 1051 1073 1279 155 16 281 334 352 44 465 478 531 572 599 842 898 913 991, 43 44 45 57 58 59 123 124 145 146 151 191 192 193 201 203 204, c p v,.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,1,1, 531, c,11
2maj_2min_8maj_,False,1,True,False,102,18, 1051 1073 1279 155 16 281 334 352 44 465 478 531 572 599 842 898 913 991, 43 44 45 57 58 59 123 124 145 146 151 191 192 193 201 203 204, c p v,.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,4,2, 352 898, c,10
2maj_2min_8maj_,False,1,True,False,102,18, 1051 1073 1279 155 16 281 334 352 44 465 478 531 572 599 842 898 913 991, 43 44 45 57 58 59 123 124 145 146 151 191 192 193 201 203 204, c p v,.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,7,4, 1051 155 334 531, c v,9
2maj_2min_8maj_,False,1,True,False,102,18, 1051 1073 1279 155 16 281 334 352 44 465 478 531 572 599 842 898 913 991, 43 44 45 57 58 59 123 124 145 146 151 191 192 193 201 203 204, c p v,.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,4,1, 155, c v,8
2maj_2min_8maj_,False,1,True,False,102,18, 1051 1073 1279 155 16 281 334 352 44 465 478 531 572 599 842 898 913 991, 43 44 45 57 58 59 123 124 145 146 151 191 192 193 201 203 204, c p v,.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,3,1, 352, c v,7
2maj_2min_8maj_,False,1,True,False,102,18, 1051 1073 1279 155 16 281 334 352 44 465 478 531 572 599 842 898 913 991, 43 44 45 57 58 59 123 124 145 146 151 191 192 193 201 203 204, c p v,.min_8.maj_2.maj_2.min_8.maj_2.maj,15,8, 1051 1073 16 281 531 572 898 913, c p v,6
2maj_2min_8maj_,False,1,True,False,102,18, 1051 1073 1279 155 16 281 334 352 44 465 478 531 572 599 842 898 913 991, 43 44 45 57 58 59 123 124 145 146 151 191 192 193 201 203 204, c p v,.maj_2.maj_2.min_8.maj_2.maj,8,3, 155 281 44, c p v,5
2maj_2min_8maj_,False,1,True,False,102,18, 1051 1073 1279 155 16 281 334 352 44 465 478 531 572 599 842 898 913 991, 43 44 45 57 58 59 123 124 145 146 151 191 192 193 201 203 204, c p v,.maj_2.min_8.maj_2.maj,24,6, 352 465 478 572 842 991, c p,4
2maj_10maj_7maj_5maj_,False,1,True,False,49,10, 1119 1171 238 268 29 310 339 803 83 935, 34 41 86 90 129 144 167, c v,.maj_5.maj_2.maj_10.maj_7.maj_5.maj_2.maj_10.maj,37,5, 1171 238 29 339 83, c v,8
2maj_10maj_7maj_5maj_,False,1,True,False,49,10, 1119 1171 238 268 29 310 339 803 83 935, 34 41 86 90 129 144 167, c v,.maj_7.maj_5.maj_2.maj_10.maj_7.maj_5.maj,4,2, 310 803, c,7
2maj_10maj_7maj_5maj_,False,1,True,False,49,10, 1119 1171 238 268 29 310 339 803 83 935, 34 41 86 90 129 144 167, c v,.maj_10.maj_7.maj_5.maj_2.maj_10.maj,8,4, 1119 1171 268 935, c v,6
5maj_5maj_7maj_77_5maj_77_,False,1,True,False,19,6, 1116 1194 570 787 788 822, 176, v,.maj_7.maj_7.7_5.maj_7.7_5.maj,19,6, 1116 1194 570 787 788 822, v,6
0maj_7maj_5sus4_,False,1,True,False,45,6, 100 1126 354 372 540 752, 87, c,.maj_5.sus4_0.maj,45,6, 100 1126 354 372 540 752, c,3
2maj_3maj_7maj_,False,1,True,False,17,4, 114 1246 370 567, 64 89, c,.maj_3.maj_7.maj_2.maj_3.maj_7.maj,14,3, 114 1246 370, c,6
2maj_3maj_7maj_,False,1,True,False,17,4, 114 1246 370 567, 64 89, c,.maj_7.maj_2.maj_3.maj_7.maj,3,1, 567, c,5
51_71_,False,1,True,False,24,3, 1106 594 777, 1, c,.1_5.1_7.1_5.1,24,3, 1106 594 777, c,4
3maj_9min(11)_,False,1,True,False,24,2, 415 920, 26 190, c,.maj_9.min(11)_3.maj_9.min(11),24,2, 415 920, c,4
57_77_77_107_77_,False,1,True,False,53,14, 1125 1134 115 1193 1247 214 289 314 383 425 455 510 672 792, 10 16, l v,.7_5.7_7.7_7.7_10.7_7.7,53,14, 1125 1134 115 1193 1247 214 289 314 383 425 455 510 672 792, l v,6
2maj_10maj_,False,1,True,False,75,20, 1031 1051 1109 1281 223 393 415 448 480 53 561 572 582 617 64 706 83 834 841 844, 22 23 24 25 30 31 39 40 127 143, b c v,.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj,16,4, 415 448 53 706, v,12
2maj_10maj_,False,1,True,False,75,20, 1031 1051 1109 1281 223 393 415 448 480 53 561 572 582 617 64 706 83 834 841 844, 22 23 24 25 30 31 39 40 127 143, b c v,.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj,16,3, 1109 223 582, c,9
2maj_10maj_,False,1,True,False,75,20, 1031 1051 1109 1281 223 393 415 448 480 53 561 572 582 617 64 706 83 834 841 844, 22 23 24 25 30 31 39 40 127 143, b c v,.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj,24,9, 1031 223 393 480 561 617 64 834 844, b c,8
2maj_10maj_,False,1,True,False,75,20, 1031 1051 1109 1281 223 393 415 448 480 53 561 572 582 617 64 706 83 834 841 844, 22 23 24 25 30 31 39 40 127 143, b c v,.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj,9,5, 1051 415 582 841 844, b c,7
2maj_10maj_,False,1,True,False,75,20, 1031 1051 1109 1281 223 393 415 448 480 53 561 572 582 617 64 706 83 834 841 844, 22 23 24 25 30 31 39 40 127 143, b c v,.maj_2.maj_10.maj_2.maj_10.maj_2.maj,10,4, 1281 223 572 83, b c,6
0maj_5maj_7maj_5maj_7maj_,False,1,True,False,28,9, 1113 1135 1142 1212 139 183 662 773 965, 106, v,.maj_7.maj_0.maj_5.maj_7.maj,28,9, 1113 1135 1142 1212 139 183 662 773 965, v,5
2maj_5maj_7maj_10maj_,False,1,True,False,84,14, 1031 1142 150 183 198 21 300 385 6 656 794 81 821 834, 32 33 54 55 71 72 105 128 187, c v,.maj_10.maj_2.maj_5.maj_7.maj_10.maj_2.maj_5.maj_7.maj_10.maj_2.maj,24,4, 150 794 81 821, c,11
2maj_5maj_7maj_10maj_,False,1,True,False,84,14, 1031 1142 150 183 198 21 300 385 6 656 794 81 821 834, 32 33 54 55 71 72 105 128 187, c v,.maj_2.maj_5.maj_7.maj_10.maj_2.maj_5.maj_7.maj_10.maj_2.maj,6,1, 198, c,10
2maj_5maj_7maj_10maj_,False,1,True,False,84,14, 1031 1142 150 183 198 21 300 385 6 656 794 81 821 834, 32 33 54 55 71 72 105 128 187, c v,.maj_5.maj_7.maj_10.maj_2.maj_5.maj_7.maj_10.maj_2.maj,3,1, 1142, c,9
2maj_5maj_7maj_10maj_,False,1,True,False,84,14, 1031 1142 150 183 198 21 300 385 6 656 794 81 821 834, 32 33 54 55 71 72 105 128 187, c v,.maj_7.maj_10.maj_2.maj_5.maj_7.maj_10.maj_2.maj,14,6, 150 300 385 6 794 821, c v,8
2maj_5maj_7maj_10maj_,False,1,True,False,84,14, 1031 1142 150 183 198 21 300 385 6 656 794 81 821 834, 32 33 54 55 71 72 105 128 187, c v,.maj_10.maj_2.maj_5.maj_7.maj_10.maj_2.maj,9,3, 1031 183 834, c v,7
2maj_5maj_7maj_10maj_,False,1,True,False,84,14, 1031 1142 150 183 198 21 300 385 6 656 794 81 821 834, 32 33 54 55 71 72 105 128 187, c v,.maj_2.maj_5.maj_7.maj_10.maj_2.maj,7,2, 1142 656, c,6
2maj_5maj_7maj_10maj_,False,1,True,False,84,14, 1031 1142 150 183 198 21 300 385 6 656 794 81 821 834, 32 33 54 55 71 72 105 128 187, c v,.maj_5.maj_7.maj_10.maj_2.maj,21,2, 21 656, c,5
5maj_5maj_7maj_77_,False,1,True,False,33,12, 1072 1107 1141 1248 160 167 207 399 570 731 787 993, 18 88 169, c v,.maj_7.7_5.maj_5.maj_7.maj_7.7_5.maj,14,5, 1072 1107 399 787 993, v,7
5maj_5maj_7maj_77_,False,1,True,False,33,12, 1072 1107 1141 1248 160 167 207 399 570 731 787 993, 18 88 169, c v,.7_5.maj_5.maj_7.maj_7.7_5.maj,5,3, 1248 167 570, v,6
5maj_5maj_7maj_77_,False,1,True,False,33,12, 1072 1107 1141 1248 160 167 207 399 570 731 787 993, 18 88 169, c v,.maj_7.7_5.maj_5.maj_7.maj,14,4, 1141 160 207 731, c,5
7maj_9min_10maj_10maj_,False,1,True,False,24,3, 1011 1177 952, 99, c,.maj_7.maj_9.min_10.maj_10.maj,24,3, 1011 1177 952, c,5
0min7_2min_10maj_,False,1,True,False,30,1, 550, 139, v,.maj_0.min7_2.min,30,1, 550, v,3
0maj_7maj_5maj_0sus4_,False,1,True,False,25,3, 234 354 68, 125, p,.maj_5.maj_0.sus4_0.maj,25,3, 234 354 68, p,4
5maj_7maj_5maj_7maj_7maj_10maj_7maj_,False,1,True,False,31,6, 10 1135 187 560 707 995, 35, c,.maj_10.maj_7.maj_5.maj_7.maj_5.maj_7.maj,31,6, 10 1135 187 560 707 995, c,7
57_77_,False,1,True,False,33,6, 1149 1168 1193 356 391 890, 15, v,.7_5.7_7.7_5.7_7.7,33,6, 1149 1168 1193 356 391 890, v,5
5min_7min_,False,1,True,False,40,6, 1082 1101 40 433 482 637, 199, c,.min_5.min_7.min_5.min,40,6, 1082 1101 40 433 482 637, c,4
1maj_4min_7min7_,False,1,True,False,26,1, 227, 202, t,.min_7.min7_1.maj,26,1, 227, t,3
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,7,3, 324 448 791, c,19
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,2,2, 43 72, c,18
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,1,1, 148, c,17
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,1,1, 324, c,16
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,1,1, 791, c,15
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,8,5, 1208 290 465 729 798, o,15
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,1,1, 791, o,14
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,11,3, 1040 448 467, c,13
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,12,4, 1104 66 843 845, o v,13
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,5,2, 1208 615, v,12
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,3,3, 148 43 72, c,12
2maj_5maj_5maj_,False,1,True,False,247,53, 101 1040 1045 1104 1190 1203 1208 1239 148 19 212 217 224 231 235 249 254 280 290 294 30 300 324 325 372 385 387 421 427 43 443 448 465 467 555 589 615 620 623 66 690 71 72 720 729 758 785 791 798 83 838 843 845, 49 50 51 52 53 66 67 68 69 81 82 83 84 85 108 109 110 117 118 119 147 148 149 154 155 156 164 165 166, c d o v,.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,2,1, 148, c,11
