Abstract Loop,keyMode,triadMode,formMode,beatMode,Loop Total,Loop Total Songs,Loop Song IDs,Loop ProgIDs,Loop Forms,Abstract Lick,Lick Total,Lick Total Songs,Lick Song IDs,Lick Forms,Lick Length
5maj_7maj_,False,7,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 53 54 55 56 62 63 66 87 90 91 92 93 98 99 103 104 105 106 138 139 140 157 158 159, c d l o v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,3,2, 1018 968, c v,12
5maj_7maj_,False,7,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 53 54 55 56 62 63 66 87 90 91 92 93 98 99 103 104 105 106 138 139 140 157 158 159, c d l o v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,7,3, 330 417 674, v,10
5maj_7maj_,False,7,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 53 54 55 56 62 63 66 87 90 91 92 93 98 99 103 104 105 106 138 139 140 157 158 159, c d l o v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,13,7, 1061 139 147 229 254 293 318, c v,9
5maj_7maj_,False,7,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 53 54 55 56 62 63 66 87 90 91 92 93 98 99 103 104 105 106 138 139 140 157 158 159, c d l o v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,37,12, 1113 1139 1177 203 208 254 4 456 468 591 615 662, c o,8
5maj_7maj_,False,7,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 53 54 55 56 62 63 66 87 90 91 92 93 98 99 103 104 105 106 138 139 140 157 158 159, c d l o v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj,27,6, 187 215 492 560 561 803, c,6
5maj_7maj_,False,7,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 53 54 55 56 62 63 66 87 90 91 92 93 98 99 103 104 105 106 138 139 140 157 158 159, c d l o v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj,57,16, 1071 1113 1119 1142 1180 1281 191 203 254 29 351 41 456 752 807 91, c l o,6
5maj_7maj_,False,7,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 53 54 55 56 62 63 66 87 90 91 92 93 98 99 103 104 105 106 138 139 140 157 158 159, c d l o v,.maj_7.maj_5.maj_7.maj_5.maj,12,4, 1119 126 559 979, c l,5
5maj_7maj_,False,7,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 53 54 55 56 62 63 66 87 90 91 92 93 98 99 103 104 105 106 138 139 140 157 158 159, c d l o v,.maj_5.maj_7.maj_5.maj,9,4, 1018 330 559 674, d,4
5maj_7maj_,False,7,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 53 54 55 56 62 63 66 87 90 91 92 93 98 99 103 104 105 106 138 139 140 157 158 159, c d l o v,.maj_7.maj_5.maj_7.maj,29,3, 234 610 864, c,4
5maj_7maj_,False,7,True,True,280,54, 1018 1061 1071 1100 1113 1117 1119 1139 1142 1177 1180 126 1281 139 147 187 191 203 208 215 229 234 246 254 29 293 318 330 351 4 41 417 456 468 477 492 559 560 561 591 610 615 619 662 674 752 758 803 807 864 91 941 968 979, 53 54 55 56 62 63 66 87 90 91 92 93 98 99 103 104 105 106 138 139 140 157 158 159, c d l o v,.maj_5.maj_7.maj,49,5, 246 610 758 864 941, c,3
77_10maj_7maj_,False,7,True,True,35,1, 430, 6 163 168, v,.7_10.maj_7.maj_7.7_10.maj_7.maj,35,1, 430, v,6
3maj_9min_,False,7,True,True,24,4, 1286 228 415 920, 18 19 185, c,.maj_9.min_3.maj_9.min_3.maj_9.min_3.maj_9.min,14,2, 228 920, c,8
3maj_9min_,False,7,True,True,24,4, 1286 228 415 920, 18 19 185, c,.min_3.maj_9.min_3.maj_9.min_3.maj_9.min,1,1, 228, c,7
3maj_9min_,False,7,True,True,24,4, 1286 228 415 920, 18 19 185, c,.maj_9.min_3.maj_9.min,9,3, 1286 228 415, c,4
0maj_10maj_7maj_7maj_,False,7,True,True,12,1, 621, 115 150 151 164 165 169 170, v,.maj_10.maj_7.maj_7.maj_0.maj_10.maj_7.maj_7.maj_0.maj_10.maj_7.maj_7.maj_0.maj_10.maj_7.maj_7.maj_0.maj_10.maj_7.maj,12,1, 621, v,19
07_0maj_,False,7,True,True,10,3, 382 841 943, 114, v,.maj_0.7_0.maj_0.7,10,3, 382 841 943, v,4
2min_5maj_5maj_,False,7,True,True,21,5, 109 228 728 789 842, 183, c,.min_5.maj_5.maj,21,5, 109 228 728 789 842, c,3
5maj_7min_,False,7,True,True,23,4, 100 134 300 917, 182, c,.min_5.maj_7.min_5.maj,23,4, 100 134 300 917, c,4
2maj_2min_8maj_,False,7,True,True,53,7, 1073 1279 155 281 334 599 898, 36 37 38 81 82 83 127 156 176 177 178 189, c v,.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,34,5, 1073 1279 334 599 898, c,12
2maj_2min_8maj_,False,7,True,True,53,7, 1073 1279 155 281 334 599 898, 36 37 38 81 82 83 127 156 176 177 178 189, c v,.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,3,1, 898, c,10
2maj_2min_8maj_,False,7,True,True,53,7, 1073 1279 155 281 334 599 898, 36 37 38 81 82 83 127 156 176 177 178 189, c v,.min_8.maj_2.maj_2.min_8.maj_2.maj,13,4, 1073 155 281 898, c v,6
2maj_2min_8maj_,False,7,True,True,53,7, 1073 1279 155 281 334 599 898, 36 37 38 81 82 83 127 156 176 177 178 189, c v,.maj_2.maj_2.min_8.maj_2.maj,3,1, 155, c v,5
0maj_0maj_5maj_2maj_5maj_0maj_0maj_5maj_2maj_5maj_,False,7,True,True,16,1, 448, 30, c,.maj_0.maj_5.maj_2.maj_5.maj_0.maj_0.maj_5.maj_2.maj_5.maj,16,1, 448, c,10
2maj_10maj_7maj_5maj_,False,7,True,True,35,7, 1119 238 29 324 339 555 83, 26 61 77 88 110 111 121 122 134 135 144, c v,.maj_5.maj_2.maj_10.maj_7.maj_5.maj_2.maj_10.maj_7.maj_5.maj_2.maj_10.maj,6,1, 29, v,12
2maj_10maj_7maj_5maj_,False,7,True,True,35,7, 1119 238 29 324 339 555 83, 26 61 77 88 110 111 121 122 134 135 144, c v,.maj_5.maj_2.maj_10.maj_7.maj_5.maj_2.maj_10.maj,21,4, 238 29 339 83, c v,8
2maj_10maj_7maj_5maj_,False,7,True,True,35,7, 1119 238 29 324 339 555 83, 26 61 77 88 110 111 121 122 134 135 144, c v,.maj_10.maj_7.maj_5.maj_2.maj,8,3, 1119 324 555, v,5
2maj_10maj_,False,7,True,True,54,13, 1051 1281 223 480 53 561 572 582 617 637 834 841 844, 15 16 22 31 125 126 152 153, b c v,.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj,8,3, 53 637 834, v,9
2maj_10maj_,False,7,True,True,54,13, 1051 1281 223 480 53 561 572 582 617 637 834 841 844, 15 16 22 31 125 126 152 153, b c v,.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj,2,1, 53, v,8
2maj_10maj_,False,7,True,True,54,13, 1051 1281 223 480 53 561 572 582 617 637 834 841 844, 15 16 22 31 125 126 152 153, b c v,.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj,23,4, 223 480 582 844, c,8
2maj_10maj_,False,7,True,True,54,13, 1051 1281 223 480 53 561 572 582 617 637 834 841 844, 15 16 22 31 125 126 152 153, b c v,.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj,6,3, 582 841 844, c,7
2maj_10maj_,False,7,True,True,54,13, 1051 1281 223 480 53 561 572 582 617 637 834 841 844, 15 16 22 31 125 126 152 153, b c v,.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj,1,1, 834, v,7
2maj_10maj_,False,7,True,True,54,13, 1051 1281 223 480 53 561 572 582 617 637 834 841 844, 15 16 22 31 125 126 152 153, b c v,.maj_10.maj_2.maj_10.maj_2.maj_10.maj,3,2, 53 834, v,6
2maj_10maj_,False,7,True,True,54,13, 1051 1281 223 480 53 561 572 582 617 637 834 841 844, 15 16 22 31 125 126 152 153, b c v,.maj_2.maj_10.maj_2.maj_10.maj_2.maj,11,5, 1051 1281 561 572 617, b,6
2maj_3maj_7maj_,False,7,True,True,21,4, 114 1246 370 567, 47, c,.maj_3.maj_7.maj_2.maj,21,4, 114 1246 370 567, c,4
3maj_7maj_4min7_10min7_,False,7,True,True,26,1, 341, 48, c,.maj_4.min7_10.min7_3.maj,26,1, 341, c,4
57_77_77_107_77_,False,7,True,True,33,9, 1125 1134 115 1193 214 314 425 510 792, 9, v,.7_5.7_7.7_7.7_10.7_7.7,33,9, 1125 1134 115 1193 214 314 425 510 792, v,6
0maj_0maj_,False,7,True,True,20,3, 1043 689 734, 116 117 154 155, v,.maj_0.maj_0.maj_0.maj_0.maj_0.maj_0.maj_0.maj,17,3, 1043 689 734, v,8
0maj_0maj_,False,7,True,True,20,3, 1043 689 734, 116 117 154 155, v,.maj_0.maj_0.maj_0.maj_0.maj,3,1, 689, v,5
2maj_5maj_9min_8maj_,False,7,True,True,110,23, 1063 1094 112 119 1210 1228 1270 145 157 253 371 434 511 54 568 571 587 620 623 637 749 964 992, 17 34 50 100 109 124 131 175 184 188, c i v,.maj_9.min_8.maj_2.maj_5.maj_9.min_8.maj_2.maj,35,8, 119 1228 145 253 54 568 571 620, c v,8
2maj_5maj_9min_8maj_,False,7,True,True,110,23, 1063 1094 112 119 1210 1228 1270 145 157 253 371 434 511 54 568 571 587 620 623 637 749 964 992, 17 34 50 100 109 124 131 175 184 188, c i v,.min_8.maj_2.maj_5.maj_9.min_8.maj_2.maj,4,1, 1270, c v,7
2maj_5maj_9min_8maj_,False,7,True,True,110,23, 1063 1094 112 119 1210 1228 1270 145 157 253 371 434 511 54 568 571 587 620 623 637 749 964 992, 17 34 50 100 109 124 131 175 184 188, c i v,.maj_2.maj_5.maj_9.min_8.maj_2.maj,5,2, 511 992, c v,6
2maj_5maj_9min_8maj_,False,7,True,True,110,23, 1063 1094 112 119 1210 1228 1270 145 157 253 371 434 511 54 568 571 587 620 623 637 749 964 992, 17 34 50 100 109 124 131 175 184 188, c i v,.maj_5.maj_9.min_8.maj_2.maj,6,3, 157 587 992, c v,5
2maj_5maj_9min_8maj_,False,7,True,True,110,23, 1063 1094 112 119 1210 1228 1270 145 157 253 371 434 511 54 568 571 587 620 623 637 749 964 992, 17 34 50 100 109 124 131 175 184 188, c i v,.maj_9.min_8.maj_2.maj,22,8, 1063 112 1210 371 434 54 623 964, i,4
2maj_5maj_9min_8maj_,False,7,True,True,110,23, 1063 1094 112 119 1210 1228 1270 145 157 253 371 434 511 54 568 571 587 620 623 637 749 964 992, 17 34 50 100 109 124 131 175 184 188, c i v,.min_8.maj_2.maj_5.maj,38,3, 1094 637 749, c,4
2sus_57_5maj_,False,7,True,True,6,2, 1149 222, 203, v,.sus_5.7_5.maj,6,2, 1149 222, v,3
2maj_5maj_7maj_10maj_,False,7,True,True,34,3, 150 81 821, 41 70 74 86, c,.maj_7.maj_10.maj_2.maj_5.maj_7.maj_10.maj_2.maj,34,3, 150 81 821, c,8
5maj_5maj_7maj_77_,False,7,True,True,59,19, 1041 1063 1072 1107 1116 123 1248 167 185 358 386 399 472 570 59 696 787 969 993, 11 12 130 143, v,.7_5.maj_5.maj_7.maj_7.7_5.maj,17,6, 1116 167 472 570 787 993, v,6
5maj_5maj_7maj_77_,False,7,True,True,59,19, 1041 1063 1072 1107 1116 123 1248 167 185 358 386 399 472 570 59 696 787 969 993, 11 12 130 143, v,.maj_7.7_5.maj_5.maj_7.maj,14,5, 1063 1072 1107 59 787, v,5
5maj_5maj_7maj_77_,False,7,True,True,59,19, 1041 1063 1072 1107 1116 123 1248 167 185 358 386 399 472 570 59 696 787 969 993, 11 12 130 143, v,.maj_5.maj_7.maj_7.7_5.maj,4,3, 123 358 787, v,5
5maj_5maj_7maj_77_,False,7,True,True,59,19, 1041 1063 1072 1107 1116 123 1248 167 185 358 386 399 472 570 59 696 787 969 993, 11 12 130 143, v,.7_5.maj_5.maj_7.maj,24,7, 1041 1248 185 386 399 696 969, v,4
5maj_5maj_9min_5min_,False,7,True,True,24,2, 728 926, 20 186, c,.maj_9.min_5.min_5.maj_5.maj,18,2, 728 926, c,5
5maj_5maj_9min_5min_,False,7,True,True,24,2, 728 926, 20 186, c,.min_5.min_5.maj_5.maj,6,2, 728 926, c,4
0min7_2min_10maj_,False,7,True,True,30,1, 550, 119, v,.maj_0.min7_2.min,30,1, 550, v,3
07_07_,False,7,True,True,17,3, 153 245 790, 7, v,.7_0.7_0.7_0.7,17,3, 153 245 790, v,4
2nc_2nc_8nc_,False,7,True,True,10,2, 352 913, 200 201 202, v,.nc_8.nc_2.nc_2.nc_8.nc_2.nc,10,2, 352 913, v,6
57_77_,False,7,True,True,24,5, 1149 1168 1193 391 890, 8, v,.7_5.7_7.7_5.7_7.7,24,5, 1149 1168 1193 391 890, v,5
1maj_4min_7min7_,False,7,True,True,26,1, 227, 187, t,.min_7.min7_1.maj,26,1, 227, t,3
2maj_5maj_5maj_,False,7,True,True,204,33, 1044 1045 105 1104 1208 184 217 231 249 254 30 324 325 385 387 421 443 448 465 589 6 615 690 71 720 758 785 791 821 838 902 927 94, 35 39 40 49 51 52 59 72 78 84 85 123 128 133 136, c v,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,12,3, 324 443 791, c,12
2maj_5maj_5maj_,False,7,True,True,204,33, 1044 1045 105 1104 1208 184 217 231 249 254 30 324 325 385 387 421 443 448 465 589 6 615 690 71 720 758 785 791 821 838 902 927 94, 35 39 40 49 51 52 59 72 78 84 85 123 128 133 136, c v,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj_5.maj_2.maj,12,3, 1104 615 71, v,9
2maj_5maj_5maj_,False,7,True,True,204,33, 1044 1045 105 1104 1208 184 217 231 249 254 30 324 325 385 387 421 443 448 465 589 6 615 690 71 720 758 785 791 821 838 902 927 94, 35 39 40 49 51 52 59 72 78 84 85 123 128 133 136, c v,.maj_5.maj_2.maj_5.maj_5.maj_2.maj_5.maj,20,6, 1208 249 254 758 785 838, v,7
2maj_5maj_5maj_,False,7,True,True,204,33, 1044 1045 105 1104 1208 184 217 231 249 254 30 324 325 385 387 421 443 448 465 589 6 615 690 71 720 758 785 791 821 838 902 927 94, 35 39 40 49 51 52 59 72 78 84 85 123 128 133 136, c v,.maj_5.maj_2.maj_5.maj_5.maj_2.maj,47,10, 1045 231 30 324 387 443 465 589 720 791, c,6
2maj_5maj_5maj_,False,7,True,True,204,33, 1044 1045 105 1104 1208 184 217 231 249 254 30 324 325 385 387 421 443 448 465 589 6 615 690 71 720 758 785 791 821 838 902 927 94, 35 39 40 49 51 52 59 72 78 84 85 123 128 133 136, c v,.maj_2.maj_5.maj_5.maj_2.maj_5.maj,2,1, 1208, v,6
2maj_5maj_5maj_,False,7,True,True,204,33, 1044 1045 105 1104 1208 184 217 231 249 254 30 324 325 385 387 421 443 448 465 589 6 615 690 71 720 758 785 791 821 838 902 927 94, 35 39 40 49 51 52 59 72 78 84 85 123 128 133 136, c v,.maj_2.maj_5.maj_5.maj_2.maj,14,2, 325 690, c,5
2maj_5maj_5maj_,False,7,True,True,204,33, 1044 1045 105 1104 1208 184 217 231 249 254 30 324 325 385 387 421 443 448 465 589 6 615 690 71 720 758 785 791 821 838 902 927 94, 35 39 40 49 51 52 59 72 78 84 85 123 128 133 136, c v,.maj_5.maj_2.maj_5.maj,1,1, 448, c,4
2maj_5maj_5maj_,False,7,True,True,204,33, 1044 1045 105 1104 1208 184 217 231 249 254 30 324 325 385 387 421 443 448 465 589 6 615 690 71 720 758 785 791 821 838 902 927 94, 35 39 40 49 51 52 59 72 78 84 85 123 128 133 136, c v,.maj_5.maj_5.maj_2.maj,1,1, 927, c,4
2maj_5maj_5maj_,False,7,True,True,204,33, 1044 1045 105 1104 1208 184 217 231 249 254 30 324 325 385 387 421 443 448 465 589 6 615 690 71 720 758 785 791 821 838 902 927 94, 35 39 40 49 51 52 59 72 78 84 85 123 128 133 136, c v,.maj_2.maj_5.maj,95,10, 1044 105 184 217 385 421 6 821 902 94, c v,3
57_7min7_,False,7,True,True,50,8, 1127 1174 483 490 691 70 834 925, 1 2 4 192 193 194, c,.min7_5.7_7.min7_5.7_7.min7_5.7_7.min7_5.7,26,3, 1174 483 70, c,8
57_7min7_,False,7,True,True,50,8, 1127 1174 483 490 691 70 834 925, 1 2 4 192 193 194, c,.min7_5.7_7.min7_5.7_7.min7_5.7,2,1, 925, c,6
57_7min7_,False,7,True,True,50,8, 1127 1174 483 490 691 70 834 925, 1 2 4 192 193 194, c,.min7_5.7_7.min7_5.7,22,4, 1127 490 691 834, c,4
0maj_0sus_,False,7,True,True,6,1, 461, 120 204, v,.maj_0.sus_0.maj_0.sus_0.maj_0.sus_0.maj_0.sus_0.maj_0.sus_0.maj_0.sus_0.maj_0.sus_0.maj_0.sus,6,1, 461, v,16
27_5maj_5maj_,False,7,True,True,29,9, 102 1138 1141 1154 1245 463 500 726 914, 10 132, v,.7_5.maj_5.maj_2.7_5.maj,23,6, 1138 1154 1245 463 500 914, v,5
27_5maj_5maj_,False,7,True,True,29,9, 102 1138 1141 1154 1245 463 500 726 914, 10 132, v,.maj_5.maj_2.7_5.maj,6,4, 102 1141 500 726, v,4
5min_8maj_117_,False,7,True,True,32,4, 238 248 658 834, 28, c,.maj_11.7_5.min,32,4, 238 248 658 834, c,3
0maj_0maj6_0maj7_0maj6_,False,7,True,True,35,4, 102 153 390 734, 118, v,.maj_0.maj6_0.maj7_0.maj6,35,4, 102 153 390 734, v,4
0maj_5maj_2maj_5maj_,False,7,True,True,18,2, 385 467, 57 60 76 79, c,.maj_5.maj_2.maj_5.maj_0.maj_5.maj_2.maj_5.maj,18,2, 385 467, c,8
2sus_5maj_5maj_,False,7,True,True,121,8, 1200 222 385 46 543 775 81 944, 102 129, l v,.maj_2.sus_5.maj,121,8, 1200 222 385 46 543 775 81 944, l v,3
5maj_5maj_7maj_7maj_,False,7,True,True,15,3, 191 23 559, 89, c,.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj,15,3, 191 23 559, c,13
2min7_10maj7_,False,7,True,True,31,3, 511 528 984, 198, v,.min7_10.maj7_2.min7,31,3, 511 528 984, v,3
07_5maj_27_5maj_,False,7,True,True,19,5, 235 346 429 731 748, 13, v,.7_5.maj_0.7_5.maj,19,5, 235 346 429 731 748, v,4
77_77_107_,False,7,True,True,10,7, 1125 115 1193 214 314 510 792, 14, v,.7_7.7_7.7_10.7_7.7,10,7, 1125 115 1193 214 314 510 792, v,5
7maj_9min7_10maj_10maj_,False,7,True,True,13,1, 555, 21, c,.maj_9.min7_10.maj_10.maj,13,1, 555, c,4
0maj_5maj_7maj_,False,7,True,True,78,8, 109 1212 245 25 429 457 748 788, 137 141 166 167, v,.maj_5.maj_7.maj_0.maj_5.maj_7.maj,23,2, 109 1212, v,6
0maj_5maj_7maj_,False,7,True,True,78,8, 109 1212 245 25 429 457 748 788, 137 141 166 167, v,.maj_5.maj_7.maj,55,6, 245 25 429 457 748 788, v,3
