Abstract Loop,keyMode,triadMode,formMode,beatMode,Loop Total,Loop Total Songs,Loop Song IDs,Loop ProgIDs,Loop Forms,Abstract Lick,Lick Total,Lick Total Songs,Lick Song IDs,Lick Forms,Lick Length
1maj_2maj_5maj_4min_,False,0,True,False,20,4, 12 231 758 785, 27, c,.maj_2.maj_5.maj_4.min_1.maj,20,4, 12 231 758 785, c,5
3maj_7maj_4min_10min_,False,0,True,False,32,2, 1044 341, 47, c,.maj_4.min_10.min_3.maj,32,2, 1044 341, c,4
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,12,2, 589 621, v,18
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,2,1, 1265, v,15
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,12,1, 430, v,13
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj,27,6, 1086 209 317 75 810 889, c,12
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,29,8, 1002 107 1265 589 621 74 75 810, c v,12
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,25,3, 389 762 886, c v,11
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,8,5, 1282 317 640 75 810, c v,10
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_10.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,15,7, 107 406 407 430 75 762 810, c v,9
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,1,1, 314, c v,8
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,12,5, 268 300 852 889 946, c v,7
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_10.maj_7.maj_7.maj_10.maj_7.maj,54,21, 100 1249 1265 15 268 271 300 389 406 407 430 50 577 589 621 71 74 75 762 886 946, c l v,6
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_7.maj_7.maj_10.maj_7.maj,48,14, 1177 128 206 289 358 366 389 455 690 706 852 886 901 929, d l s,5
7maj_7maj_10maj_,False,0,True,False,303,57, 100 1002 1034 107 1082 1086 1114 1177 1208 1249 1265 128 1282 130 15 150 206 209 268 271 289 300 314 317 358 366 389 406 407 430 455 50 53 545 577 589 621 640 655 675 690 706 71 74 75 762 810 852 853 886 889 901 929 943 946 991 993, 17 18 19 82 83 91 92 93 103 104 108 115 116 120 126 127 136 137 138 139 140 202 203 204 205 211 212 213 214, c d l o s v,.maj_7.maj_10.maj_7.maj,58,23, 1034 107 1082 1086 1114 1208 130 15 150 209 317 53 545 655 675 690 75 810 852 853 943 991 993, d l o s,4
5maj_7maj_,False,0,True,False,162,47, 1009 1061 1071 1100 1113 1117 1119 1134 1177 1180 139 191 203 207 21 234 244 245 254 293 356 41 425 456 457 468 477 53 559 585 610 619 662 706 79 847 879 889 891 900 91 943 952 967 968 991 995, 56 57 58 80 102 111 112 114 129 130 172 173 174 197 198 199, c d l u v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,3,2, 234 559, v,16
5maj_7maj_,False,0,True,False,162,47, 1009 1061 1071 1100 1113 1117 1119 1134 1177 1180 139 191 203 207 21 234 244 245 254 293 356 41 425 456 457 468 477 53 559 585 610 619 662 706 79 847 879 889 891 900 91 943 952 967 968 991 995, 56 57 58 80 102 111 112 114 129 130 172 173 174 197 198 199, c d l u v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,7,2, 967 968, v,15
5maj_7maj_,False,0,True,False,162,47, 1009 1061 1071 1100 1113 1117 1119 1134 1177 1180 139 191 203 207 21 234 244 245 254 293 356 41 425 456 457 468 477 53 559 585 610 619 662 706 79 847 879 889 891 900 91 943 952 967 968 991 995, 56 57 58 80 102 111 112 114 129 130 172 173 174 197 198 199, c d l u v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,20,6, 1113 254 293 41 468 477, c v,14
5maj_7maj_,False,0,True,False,162,47, 1009 1061 1071 1100 1113 1117 1119 1134 1177 1180 139 191 203 207 21 234 244 245 254 293 356 41 425 456 457 468 477 53 559 585 610 619 662 706 79 847 879 889 891 900 91 943 952 967 968 991 995, 56 57 58 80 102 111 112 114 129 130 172 173 174 197 198 199, c d l u v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj,3,3, 1071 662 91, l,13
5maj_7maj_,False,0,True,False,162,47, 1009 1061 1071 1100 1113 1117 1119 1134 1177 1180 139 191 203 207 21 234 244 245 254 293 356 41 425 456 457 468 477 53 559 585 610 619 662 706 79 847 879 889 891 900 91 943 952 967 968 991 995, 56 57 58 80 102 111 112 114 129 130 172 173 174 197 198 199, c d l u v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,4,2, 1113 245, v,13
5maj_7maj_,False,0,True,False,162,47, 1009 1061 1071 1100 1113 1117 1119 1134 1177 1180 139 191 203 207 21 234 244 245 254 293 356 41 425 456 457 468 477 53 559 585 610 619 662 706 79 847 879 889 891 900 91 943 952 967 968 991 995, 56 57 58 80 102 111 112 114 129 130 172 173 174 197 198 199, c d l u v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,4,3, 234 847 968, c v,12
5maj_7maj_,False,0,True,False,162,47, 1009 1061 1071 1100 1113 1117 1119 1134 1177 1180 139 191 203 207 21 234 244 245 254 293 356 41 425 456 457 468 477 53 559 585 610 619 662 706 79 847 879 889 891 900 91 943 952 967 968 991 995, 56 57 58 80 102 111 112 114 129 130 172 173 174 197 198 199, c d l u v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj,1,1, 1113, l,12
5maj_7maj_,False,0,True,False,162,47, 1009 1061 1071 1100 1113 1117 1119 1134 1177 1180 139 191 203 207 21 234 244 245 254 293 356 41 425 456 457 468 477 53 559 585 610 619 662 706 79 847 879 889 891 900 91 943 952 967 968 991 995, 56 57 58 80 102 111 112 114 129 130 172 173 174 197 198 199, c d l u v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj,4,3, 1061 468 79, c,10
5maj_7maj_,False,0,True,False,162,47, 1009 1061 1071 1100 1113 1117 1119 1134 1177 1180 139 191 203 207 21 234 244 245 254 293 356 41 425 456 457 468 477 53 559 585 610 619 662 706 79 847 879 889 891 900 91 943 952 967 968 991 995, 56 57 58 80 102 111 112 114 129 130 172 173 174 197 198 199, c d l u v,.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj,61,26, 1071 1100 1113 1117 1119 1180 21 244 356 425 456 468 477 610 619 662 706 879 889 891 91 943 952 967 991 995, l u,7
5maj_7maj_,False,0,True,False,162,47, 1009 1061 1071 1100 1113 1117 1119 1134 1177 1180 139 191 203 207 21 234 244 245 254 293 356 41 425 456 457 468 477 53 559 585 610 619 662 706 79 847 879 889 891 900 91 943 952 967 968 991 995, 56 57 58 80 102 111 112 114 129 130 172 173 174 197 198 199, c d l u v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj,55,18, 1009 1134 1177 139 191 203 207 244 456 457 53 559 585 889 891 900 952 995, d u,6
0maj_0mct_0maj_7maj_5mct_,False,0,True,False,19,5, 469 507 518 813 894, 193, v,.maj_5.mct_0.maj_0.mct_0.maj,19,5, 469 507 518 813 894, v,5
0maj_5mct_0maj_7mct_,False,0,True,False,13,5, 1076 469 507 705 982, 226, v,.mct_0.maj_5.mct_0.maj,13,5, 1076 469 507 705 982, v,4
0maj_0mct_,False,0,True,False,96,28, 1012 1042 1048 1066 1168 182 207 231 234 236 348 421 461 464 469 507 512 518 555 590 651 668 706 711 775 864 913 973, 121 128 141 142 219 221 223 224 225, c p u v,.maj_0.mct_0.maj_0.mct_0.maj_0.mct_0.maj_0.mct_0.maj_0.mct_0.maj_0.mct_0.maj_0.mct_0.maj_0.mct,5,1, 461, v,16
0maj_0mct_,False,0,True,False,96,28, 1012 1042 1048 1066 1168 182 207 231 234 236 348 421 461 464 469 507 512 518 555 590 651 668 706 711 775 864 913 973, 121 128 141 142 219 221 223 224 225, c p u v,.maj_0.mct_0.maj_0.mct_0.maj_0.mct_0.maj_0.mct,10,3, 461 512 590, v,8
0maj_0mct_,False,0,True,False,96,28, 1012 1042 1048 1066 1168 182 207 231 234 236 348 421 461 464 469 507 512 518 555 590 651 668 706 711 775 864 913 973, 121 128 141 142 219 221 223 224 225, c p u v,.mct_0.maj_0.mct_0.maj,71,22, 1012 1042 1048 1066 1168 182 207 236 348 421 461 464 469 507 512 518 555 651 706 775 864 973, c u v,4
0maj_0mct_,False,0,True,False,96,28, 1012 1042 1048 1066 1168 182 207 231 234 236 348 421 461 464 469 507 512 518 555 590 651 668 706 711 775 864 913 973, 121 128 141 142 219 221 223 224 225, c p u v,.maj_0.mct_0.maj,10,6, 231 234 348 668 711 913, p u,3
2mct_5maj_5maj_,False,0,True,False,40,5, 1033 1188 1200 1218 46, 36 74, c,.maj_5.maj_2.mct_5.maj_5.maj_2.mct,37,4, 1033 1188 1200 46, c,6
2mct_5maj_5maj_,False,0,True,False,40,5, 1033 1188 1200 1218 46, 36 74, c,.maj_2.mct_5.maj_5.maj_2.mct,3,3, 1188 1200 1218, c,5
5maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_,False,0,True,False,33,15, 1018 1063 1100 1116 1117 1149 1193 1248 183 403 619 678 788 845 973, 169, v,.maj_5.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj,33,15, 1018 1063 1100 1116 1117 1149 1193 1248 183 403 619 678 788 845 973, v,8
2mct_2min_8maj_,False,0,True,False,15,2, 44 775, 35 235, c,.min_8.maj_2.mct_2.min_8.maj_2.mct,15,2, 44 775, c,6
3maj_9min_8maj_7maj_9min_,False,0,True,False,19,4, 310 390 814 902, 209, v,.maj_7.maj_9.min_3.maj_9.min,19,4, 310 390 814 902, v,5
5min_7maj_,False,0,True,False,22,5, 1013 104 4 456 798, 260, v,.min_7.maj_5.min_7.maj_5.min_7.maj_5.min,22,5, 1013 104 4 456 798, v,7
2min_5maj_5maj_,False,0,True,False,23,7, 1027 1138 1192 410 729 767 984, 160 161 192 256, v,.maj_2.min_5.maj_5.maj_2.min_5.maj_5.maj_2.min_5.maj,14,5, 1027 1192 410 729 767, v,9
2min_5maj_5maj_,False,0,True,False,23,7, 1027 1138 1192 410 729 767 984, 160 161 192 256, v,.min_5.maj_5.maj_2.min_5.maj_5.maj_2.min_5.maj,7,3, 1027 1138 984, v,8
2min_5maj_5maj_,False,0,True,False,23,7, 1027 1138 1192 410 729 767 984, 160 161 192 256, v,.maj_2.min_5.maj_5.maj_2.min_5.maj_5.maj,2,2, 410 767, v,7
7maj_9min_10maj_10maj_,False,0,True,False,30,4, 1011 1177 555 952, 89, c,.maj_7.maj_9.min_10.maj_10.maj,30,4, 1011 1177 555 952, c,5
5maj_7min_,False,0,True,False,157,19, 1032 1124 1174 1292 195 228 306 384 445 483 490 627 70 78 834 85 872 925 981, 97 98 216 217 239 243 244 258 259, c d i v,.min_5.maj_7.min_5.maj_7.min_5.maj_7.min_5.maj_7.min_5.maj_7.min_5.maj,40,7, 1174 195 384 483 70 78 981, c v,12
5maj_7min_,False,0,True,False,157,19, 1032 1124 1174 1292 195 228 306 384 445 483 490 627 70 78 834 85 872 925 981, 97 98 216 217 239 243 244 258 259, c d i v,.maj_7.min_5.maj_7.min_5.maj_7.min_5.maj_7.min_5.maj,1,1, 384, c,9
5maj_7min_,False,0,True,False,157,19, 1032 1124 1174 1292 195 228 306 384 445 483 490 627 70 78 834 85 872 925 981, 97 98 216 217 239 243 244 258 259, c d i v,.min_5.maj_7.min_5.maj_7.min_5.maj_7.min_5.maj,10,5, 1292 384 627 872 981, v,8
5maj_7min_,False,0,True,False,157,19, 1032 1124 1174 1292 195 228 306 384 445 483 490 627 70 78 834 85 872 925 981, 97 98 216 217 239 243 244 258 259, c d i v,.maj_7.min_5.maj_7.min_5.maj_7.min_5.maj,2,1, 445, v,7
5maj_7min_,False,0,True,False,157,19, 1032 1124 1174 1292 195 228 306 384 445 483 490 627 70 78 834 85 872 925 981, 97 98 216 217 239 243 244 258 259, c d i v,.min_5.maj_7.min_5.maj,104,15, 1032 1124 1174 1292 195 228 306 490 627 70 78 834 85 925 981, d i,4
2min_3maj_7maj_5maj_7maj_,False,0,True,False,23,3, 1064 160 492, 42, c,.maj_2.min_3.maj_7.maj_5.maj_7.maj,23,3, 1064 160 492, c,6
2maj_5maj_9min_8min_,False,0,True,False,7,2, 157 386, 132 251, v,.maj_9.min_8.min_2.maj_5.maj,6,2, 157 386, v,5
2maj_5maj_9min_8min_,False,0,True,False,7,2, 157 386, 132 251, v,.min_8.min_2.maj_5.maj,1,1, 157, v,4
2maj_2min_8maj_,False,0,True,False,121,23, 1051 1073 1279 155 16 281 33 334 352 44 464 465 478 531 547 553 572 599 608 842 898 913 991, 24 25 26 37 38 39 40 105 109 122 123 148 154 155 231 232 233 245 246 248 249, c i l p v,.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,28,4, 334 352 531 898, c,13
2maj_2min_8maj_,False,0,True,False,121,23, 1051 1073 1279 155 16 281 33 334 352 44 464 465 478 531 547 553 572 599 608 842 898 913 991, 24 25 26 37 38 39 40 105 109 122 123 148 154 155 231 232 233 245 246 248 249, c i l p v,.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,21,6, 1073 1279 334 352 599 913, c,12
2maj_2min_8maj_,False,0,True,False,121,23, 1051 1073 1279 155 16 281 33 334 352 44 464 465 478 531 547 553 572 599 608 842 898 913 991, 24 25 26 37 38 39 40 105 109 122 123 148 154 155 231 232 233 245 246 248 249, c i l p v,.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,1,1, 531, c,11
2maj_2min_8maj_,False,0,True,False,121,23, 1051 1073 1279 155 16 281 33 334 352 44 464 465 478 531 547 553 572 599 608 842 898 913 991, 24 25 26 37 38 39 40 105 109 122 123 148 154 155 231 232 233 245 246 248 249, c i l p v,.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,5,2, 155 898, c v,10
2maj_2min_8maj_,False,0,True,False,121,23, 1051 1073 1279 155 16 281 33 334 352 44 464 465 478 531 547 553 572 599 608 842 898 913 991, 24 25 26 37 38 39 40 105 109 122 123 148 154 155 231 232 233 245 246 248 249, c i l p v,.min_8.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,6,3, 1051 464 913, c v,9
2maj_2min_8maj_,False,0,True,False,121,23, 1051 1073 1279 155 16 281 33 334 352 44 464 465 478 531 547 553 572 599 608 842 898 913 991, 24 25 26 37 38 39 40 105 109 122 123 148 154 155 231 232 233 245 246 248 249, c i l p v,.maj_2.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,4,1, 155, c v,8
2maj_2min_8maj_,False,0,True,False,121,23, 1051 1073 1279 155 16 281 33 334 352 44 464 465 478 531 547 553 572 599 608 842 898 913 991, 24 25 26 37 38 39 40 105 109 122 123 148 154 155 231 232 233 245 246 248 249, c i l p v,.maj_2.min_8.maj_2.maj_2.min_8.maj_2.maj,3,1, 352, c v,7
2maj_2min_8maj_,False,0,True,False,121,23, 1051 1073 1279 155 16 281 33 334 352 44 464 465 478 531 547 553 572 599 608 842 898 913 991, 24 25 26 37 38 39 40 105 109 122 123 148 154 155 231 232 233 245 246 248 249, c i l p v,.min_8.maj_2.maj_2.min_8.maj_2.maj,20,6, 1051 1073 16 281 33 572, c l p v,6
2maj_2min_8maj_,False,0,True,False,121,23, 1051 1073 1279 155 16 281 33 334 352 44 464 465 478 531 547 553 572 599 608 842 898 913 991, 24 25 26 37 38 39 40 105 109 122 123 148 154 155 231 232 233 245 246 248 249, c i l p v,.maj_2.maj_2.min_8.maj_2.maj,11,4, 155 44 553 608, c l p,5
2maj_2min_8maj_,False,0,True,False,121,23, 1051 1073 1279 155 16 281 33 334 352 44 464 465 478 531 547 553 572 599 608 842 898 913 991, 24 25 26 37 38 39 40 105 109 122 123 148 154 155 231 232 233 245 246 248 249, c i l p v,.maj_2.min_8.maj_2.maj,22,6, 465 478 547 572 842 991, c i p,4
1maj_4min_7min_,False,0,True,False,55,3, 1173 227 281, 247, t,.min_7.min_1.maj,55,3, 1173 227 281, t,3
2maj_10maj_7maj_5maj_,False,0,True,False,46,7, 1171 238 268 29 310 339 83, 15 22 73 78 147 190, c v,.maj_5.maj_2.maj_10.maj_7.maj_5.maj_2.maj_10.maj,41,5, 1171 238 29 339 83, c v,8
2maj_10maj_7maj_5maj_,False,0,True,False,46,7, 1171 238 268 29 310 339 83, 15 22 73 78 147 190, c v,.maj_7.maj_5.maj_2.maj_10.maj_7.maj_5.maj,1,1, 310, c,7
2maj_10maj_7maj_5maj_,False,0,True,False,46,7, 1171 238 268 29 310 339 83, 15 22 73 78 147 190, c v,.maj_10.maj_7.maj_5.maj_2.maj_10.maj,4,1, 268, c,6
2maj_10maj_,False,0,True,False,54,17, 1051 1109 1234 1281 293 393 415 448 480 53 561 572 617 637 706 83 834, 2 3 4 5 133 134 144 145 146, b v,.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj,17,4, 415 448 637 706, v,13
2maj_10maj_,False,0,True,False,54,17, 1051 1109 1234 1281 293 393 415 448 480 53 561 572 617 637 706 83 834, 2 3 4 5 133 134 144 145 146, b v,.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj,2,1, 53, v,12
2maj_10maj_,False,0,True,False,54,17, 1051 1109 1234 1281 293 393 415 448 480 53 561 572 617 637 706 83 834, 2 3 4 5 133 134 144 145 146, b v,.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj,4,2, 1109 415, v,10
2maj_10maj_,False,0,True,False,54,17, 1051 1109 1234 1281 293 393 415 448 480 53 561 572 617 637 706 83 834, 2 3 4 5 133 134 144 145 146, b v,.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj,2,1, 834, v,9
2maj_10maj_,False,0,True,False,54,17, 1051 1109 1234 1281 293 393 415 448 480 53 561 572 617 637 706 83 834, 2 3 4 5 133 134 144 145 146, b v,.maj_2.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj,16,6, 293 393 480 561 617 834, b,8
2maj_10maj_,False,0,True,False,54,17, 1051 1109 1234 1281 293 393 415 448 480 53 561 572 617 637 706 83 834, 2 3 4 5 133 134 144 145 146, b v,.maj_10.maj_2.maj_10.maj_2.maj_10.maj_2.maj,2,2, 1051 1234, b,7
2maj_10maj_,False,0,True,False,54,17, 1051 1109 1234 1281 293 393 415 448 480 53 561 572 617 637 706 83 834, 2 3 4 5 133 134 144 145 146, b v,.maj_2.maj_10.maj_2.maj_10.maj_2.maj,11,3, 1281 572 83, b,6
