Abstract Loop,keyMode,triadMode,formMode,beatMode,Loop Total,Loop Total Songs,Loop Song IDs,Loop ProgIDs,Loop Forms,Abstract Lick,Lick Total,Lick Total Songs,Lick Song IDs,Lick Forms,Lick Length
7maj_7maj_10maj_,False,0,False,False,367,49, 1002 1032 107 1082 1086 1177 1240 1246 1249 1265 128 1282 130 15 209 210 268 271 300 317 366 389 406 407 430 439 481 510 589 621 640 645 672 675 690 706 74 75 762 810 821 852 886 889 901 929 946 968 991, 38 192, b bl c cd cl ct cu cv d h i ic iv l ld lv o p s sc t tv u v vc vl vt,.maj_10.maj_7.maj_7.maj_10.maj_7.maj,345,42, 1002 107 1082 1086 1240 1249 1265 1282 130 15 209 210 268 271 300 317 366 389 406 407 430 481 510 589 621 640 645 675 690 706 74 75 762 810 821 852 886 889 901 929 946 991, b c cd cl cu cv d i ic iv l ld lv o p s sc t tv u v vc,6
7maj_7maj_10maj_,False,0,False,False,367,49, 1002 1032 107 1082 1086 1177 1240 1246 1249 1265 128 1282 130 15 209 210 268 271 300 317 366 389 406 407 430 439 481 510 589 621 640 645 672 675 690 706 74 75 762 810 821 852 886 889 901 929 946 968 991, 38 192, b bl c cd cl ct cu cv d h i ic iv l ld lv o p s sc t tv u v vc vl vt,.maj_7.maj_7.maj_10.maj_7.maj,22,10, 1032 1177 1246 128 389 439 672 821 886 968, b bl c cd cl ct cu cv d h i ic iv l ld lv o p s sc t tv u v vc vl vt,5
2maj_5maj_2min_5maj_5maj_2min_3maj_,False,0,False,False,17,3, 1285 258 349, 265, c d i t v,.min_5.maj_5.maj_2.min_3.maj_2.maj_5.maj_2.min,17,3, 1285 258 349, c d i t v,8
2maj_5maj_5maj_2maj_10maj_,False,0,False,False,38,14, 1104 1190 1208 199 258 268 300 339 349 623 83 847 891 914, 28 50 91, b bv c d l o p pc t v,.maj_2.maj_10.maj_2.maj_5.maj_5.maj_2.maj_10.maj,17,6, 1190 268 300 339 623 83, b c d l o p t v,8
2maj_5maj_5maj_2maj_10maj_,False,0,False,False,38,14, 1104 1190 1208 199 258 268 300 339 349 623 83 847 891 914, 28 50 91, b bv c d l o p pc t v,.maj_5.maj_5.maj_2.maj_10.maj_2.maj_5.maj,21,9, 1104 1190 1208 199 258 349 847 891 914, bv c d l o p pc v,7
2maj_10maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_,False,0,False,False,11,2, 1018 561, 25 123 182 191 220, c l v,.maj_7.maj_5.maj_7.maj_5.maj_7.maj_7.maj_10.maj_2.maj_10.maj_7.maj_5.maj_7.maj_5.maj_7.maj,5,1, 561, c l v,15
2maj_10maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_,False,0,False,False,11,2, 1018 561, 25 123 182 191 220, c l v,.maj_10.maj_2.maj_10.maj_7.maj_5.maj_7.maj_5.maj_7.maj,6,2, 1018 561, c l v,9
5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_7maj_,False,0,False,False,17,10, 1134 1177 139 246 518 53 662 668 900 995, 34, c d i l o u v,.maj_10.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj,17,10, 1134 1177 139 246 518 53 662 668 900 995, c d i l o u v,13
2min_5maj_7min_5maj_5maj_,False,0,False,False,30,12, 1292 228 236 242 306 369 506 627 834 872 917 961, 152 223, c d i l o p u v,.maj_7.min_5.maj_5.maj_2.min_5.maj,17,9, 1292 228 236 242 369 506 627 872 917, c l o p v,6
2min_5maj_7min_5maj_5maj_,False,0,False,False,30,12, 1292 228 236 242 306 369 506 627 834 872 917 961, 152 223, c d i l o p u v,.maj_5.maj_2.min_5.maj_7.min_5.maj,13,4, 228 306 834 961, c d i l p u v,6
2maj_5maj_2min_5maj_5maj_5maj_,False,0,False,False,42,22, 1009 102 1045 1138 1163 120 1245 1285 184 222 235 258 30 349 380 410 465 729 731 843 914 927, 58 268, b c co ct cv d l lc p u v,.min_5.maj_5.maj_5.maj_2.maj_5.maj,30,16, 1009 102 1045 1138 1245 184 222 235 30 380 410 465 731 843 914 927, b c cv p u v,6
2maj_5maj_2min_5maj_5maj_5maj_,False,0,False,False,42,22, 1009 102 1045 1138 1163 120 1245 1285 184 222 235 258 30 349 380 410 465 729 731 843 914 927, 58 268, b c co ct cv d l lc p u v,.maj_2.maj_5.maj_2.min_5.maj_5.maj,12,7, 1163 120 1285 258 349 729 914, b c co ct d l lc v,6
2mct_5maj_5maj_,False,0,False,False,52,9, 1033 1043 1188 1200 1218 222 385 46 736, 147 232, c cd cl d i iv l lc o p pc t u ul v vp,.maj_5.maj_2.mct_5.maj_5.maj_2.mct,46,6, 1033 1188 1200 385 46 736, c d i l o p u v,6
2mct_5maj_5maj_,False,0,False,False,52,9, 1033 1043 1188 1200 1218 222 385 46 736, 147 232, c cd cl d i iv l lc o p pc t u ul v vp,.mct_5.maj_5.maj_2.mct_5.maj,6,5, 1043 1188 1200 1218 222, c cd cl d i iv l lc o p pc t u ul v vp,5
5maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_,False,0,False,False,21,16, 1063 1100 1117 1135 1193 1248 21 356 425 455 559 591 619 678 845 889, 124 168 199, b c d l o u v vo,.maj_5.maj_7.maj_7.maj_5.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj,13,11, 1063 1100 1117 1135 1193 1248 356 425 559 591 619, c l o u v,11
5maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_,False,0,False,False,21,16, 1063 1100 1117 1135 1193 1248 21 356 425 455 559 591 619 678 845 889, 124 168 199, b c d l o u v vo,.maj_7.maj_7.maj_5.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj,1,1, 889, c l o u v vo,10
5maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_,False,0,False,False,21,16, 1063 1100 1117 1135 1193 1248 21 356 425 455 559 591 619 678 845 889, 124 168 199, b c d l o u v vo,.maj_7.maj_5.maj_5.maj_7.maj_5.maj_7.maj_5.maj_7.maj,7,6, 1063 21 455 678 845 889, b c d l o u v vo,9
5maj_5maj_7maj_5maj_7maj_7maj_5maj_7maj_,False,0,False,False,20,11, 1194 123 130 245 429 457 518 560 787 889 968, 98 121 188, c l o u ul v,.maj_5.maj_5.maj_7.maj_5.maj_7.maj_7.maj_5.maj_7.maj_5.maj,13,7, 1194 123 130 245 457 787 889, c l u v,10
5maj_5maj_7maj_5maj_7maj_7maj_5maj_7maj_,False,0,False,False,20,11, 1194 123 130 245 429 457 518 560 787 889 968, 98 121 188, c l o u ul v,.maj_5.maj_7.maj_5.maj_7.maj_7.maj_5.maj_7.maj_5.maj,5,4, 245 560 889 968, c l o u ul v,9
5maj_5maj_7maj_5maj_7maj_7maj_5maj_7maj_,False,0,False,False,20,11, 1194 123 130 245 429 457 518 560 787 889 968, 98 121 188, c l o u ul v,.maj_7.maj_5.maj_7.maj_7.maj_5.maj_7.maj_5.maj,2,2, 429 518, c l o u ul v,8
1maj_2maj_2min_7min_,False,0,False,False,27,7, 1043 1173 1228 258 281 349 385, 54, b c d i l o p t u v,.maj_2.maj_2.min_7.min_1.maj_2.maj,27,7, 1043 1173 1228 258 281 349 385, b c d i l o p t u v,6
3maj_9min_8maj_7maj_9min_,False,0,False,False,22,7, 1066 1261 228 390 617 814 902, 212, b c l p t v,.maj_7.maj_9.min_3.maj_9.min,22,7, 1066 1261 228 390 617 814 902, b c l p t v,5
5min_7maj_,False,0,False,False,47,14, 1013 104 1070 1087 1147 1182 343 396 4 456 650 692 798 813, 157 158 159 280 281 282 283, b c d i iv l o p s t u uv v vc,.min_7.maj_5.min_7.maj_5.min_7.maj_5.min_7.maj_5.min_7.maj_5.min,13,5, 1013 104 1070 396 798, b c d l o v,11
5min_7maj_,False,0,False,False,47,14, 1013 104 1070 1087 1147 1182 343 396 4 456 650 692 798 813, 157 158 159 280 281 282 283, b c d i iv l o p s t u uv v vc,.min_7.maj_5.min_7.maj_5.min_7.maj_5.min_7.maj_5.min,5,3, 343 456 798, b c d l o s v,9
5min_7maj_,False,0,False,False,47,14, 1013 104 1070 1087 1147 1182 343 396 4 456 650 692 798 813, 157 158 159 280 281 282 283, b c d i iv l o p s t u uv v vc,.maj_5.min_7.maj_5.min_7.maj_5.min_7.maj_5.min,9,4, 104 1070 1087 396, b c d i l o s v,8
5min_7maj_,False,0,False,False,47,14, 1013 104 1070 1087 1147 1182 343 396 4 456 650 692 798 813, 157 158 159 280 281 282 283, b c d i iv l o p s t u uv v vc,.min_7.maj_5.min_7.maj_5.min_7.maj_5.min,2,2, 1013 396, b c d i l o s v,7
5min_7maj_,False,0,False,False,47,14, 1013 104 1070 1087 1147 1182 343 396 4 456 650 692 798 813, 157 158 159 280 281 282 283, b c d i iv l o p s t u uv v vc,.maj_5.min_7.maj_5.min_7.maj_5.min,10,6, 104 1070 1087 1147 4 692, b c d i l o p s v vc,6
5min_7maj_,False,0,False,False,47,14, 1013 104 1070 1087 1147 1182 343 396 4 456 650 692 798 813, 157 158 159 280 281 282 283, b c d i iv l o p s t u uv v vc,.min_7.maj_5.min_7.maj_5.min,8,5, 1147 1182 343 650 813, b c d i iv l o p s t u uv v vc,5
2min_5maj_5maj_,False,0,False,False,20,9, 1027 1138 1192 296 410 729 767 834 984, 77 78 79 150 151 266 267, c cd d i iv l o v vo,.min_5.maj_5.maj_2.min_5.maj_5.maj_2.min_5.maj_5.maj_2.min_5.maj_5.maj,10,5, 1027 1138 296 410 767, c d iv o v vo,12
2min_5maj_5maj_,False,0,False,False,20,9, 1027 1138 1192 296 410 729 767 834 984, 77 78 79 150 151 266 267, c cd d i iv l o v vo,.maj_2.min_5.maj_5.maj_2.min_5.maj_5.maj_2.min_5.maj_5.maj_2.min_5.maj,4,2, 1192 729, c cd i v,12
2min_5maj_5maj_,False,0,False,False,20,9, 1027 1138 1192 296 410 729 767 834 984, 77 78 79 150 151 266 267, c cd d i iv l o v vo,.min_5.maj_5.maj_2.min_5.maj_5.maj_2.min_5.maj_5.maj,6,3, 1027 834 984, c d i iv l o v vo,9
5maj_7min_,False,0,False,False,305,37, 100 1032 1052 1085 1124 1127 1138 116 1174 1268 1292 134 195 288 300 306 364 384 445 483 490 525 655 674 691 70 728 731 78 794 85 872 88 925 961 978 981, 271, b c cd cs cu d i iv l lv o p s sb sl t tu tv u uc v vc,.min_5.maj_7.min_5.maj,305,37, 100 1032 1052 1085 1124 1127 1138 116 1174 1268 1292 134 195 288 300 306 364 384 445 483 490 525 655 674 691 70 728 731 78 794 85 872 88 925 961 978 981, b c cd cs cu d i iv l lv o p s sb sl t tu tv u uc v vc,4
2maj_5maj_9min_8min_,False,0,False,False,9,3, 157 267 386, 23 243, bv i v vo,.maj_9.min_8.min_2.maj_5.maj,8,3, 157 267 386, bv i v vo,5
2maj_5maj_9min_8min_,False,0,False,False,9,3, 157 267 386, 23 243, bv i v vo,.min_8.min_2.maj_5.maj,1,1, 157, bv i v vo,4
3maj_9maj_,False,0,False,False,14,4, 284 533 743 828, 5 6 82 83, c d i il l o s v vd,.maj_9.maj_3.maj_9.maj_3.maj_9.maj_3.maj_9.maj,8,3, 533 743 828, c d il l o s v,8
3maj_9maj_,False,0,False,False,14,4, 284 533 743 828, 5 6 82 83, c d i il l o s v vd,.maj_3.maj_9.maj_3.maj_9.maj_3.maj_9.maj,4,2, 284 828, c d i il l o s v,7
3maj_9maj_,False,0,False,False,14,4, 284 533 743 828, 5 6 82 83, c d i il l o s v vd,.maj_9.maj_3.maj_9.maj_3.maj_9.maj,1,1, 828, c d i il l o s v,6
3maj_9maj_,False,0,False,False,14,4, 284 533 743 828, 5 6 82 83, c d i il l o s v vd,.maj_3.maj_9.maj_3.maj_9.maj,1,1, 828, c d i il l o s v vd,5
2maj_5maj_7maj_5maj_9min_8maj_,False,0,False,False,15,7, 1046 169 250 278 404 549 968, 21, c cl co cu v vc,.maj_9.min_8.maj_2.maj_5.maj_7.maj_5.maj,15,7, 1046 169 250 278 404 549 968, c cl co cu v vc,7
0maj_5maj_2maj_5maj_0mct_,False,0,False,False,10,3, 229 354 68, 67, c d l p v,.maj_2.maj_5.maj_0.mct_0.maj,10,3, 229 354 68, c d l p v,5
0min_3maj_7maj_2min_10maj_2maj_,False,0,False,False,10,1, 1169, 53, c v,.maj_2.maj_0.min_3.maj_7.maj_2.min,10,1, 1169, c v,6
3maj_7maj_5maj_7maj_7maj_7maj_,False,0,False,False,11,3, 366 370 699, 81, c d v,.maj_3.maj_7.maj_5.maj_7.maj_7.maj,11,3, 366 370 699, c d v,6
2maj_10maj_,False,0,False,False,168,46, 1031 1073 1096 1104 1109 1114 116 1220 1234 1281 1286 184 223 270 293 369 387 393 415 417 43 448 480 53 561 568 572 582 617 62 637 64 648 670 700 706 72 75 794 834 841 844 88 891 979 990, 49, b c co cu cv d i iv l o p r s u v vp,.maj_2.maj_10.maj_2.maj_10.maj_2.maj,168,46, 1031 1073 1096 1104 1109 1114 116 1220 1234 1281 1286 184 223 270 293 369 387 393 415 417 43 448 480 53 561 568 572 582 617 62 637 64 648 670 700 706 72 75 794 834 841 844 88 891 979 990, b c co cu cv d i iv l o p r s u v vp,6
2maj_3maj_7maj_,False,0,False,False,27,7, 114 1246 168 370 567 713 727, 56 80 160 161, c d l o s v,.maj_7.maj_2.maj_3.maj_7.maj_2.maj_3.maj_7.maj,7,3, 114 168 727, c d l s v,8
2maj_3maj_7maj_,False,0,False,False,27,7, 114 1246 168 370 567 713 727, 56 80 160 161, c d l o s v,.maj_2.maj_3.maj_7.maj_2.maj_3.maj_7.maj,2,1, 727, c d l s v,7
2maj_3maj_7maj_,False,0,False,False,27,7, 114 1246 168 370 567 713 727, 56 80 160 161, c d l o s v,.maj_3.maj_7.maj_2.maj_3.maj_7.maj,8,2, 114 370, c d l s v,6
2maj_3maj_7maj_,False,0,False,False,27,7, 114 1246 168 370 567 713 727, 56 80 160 161, c d l o s v,.maj_7.maj_2.maj_3.maj_7.maj,10,4, 1246 567 713 727, c d l o s v,5
5maj_7maj_7maj_10maj_7maj_7maj_10maj_7maj_,False,0,False,False,25,14, 130 162 268 314 358 383 455 50 545 577 67 852 886 946, 134 187, b c l o t v,.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,18,11, 130 162 314 358 383 455 50 577 67 852 946, b c l o v,10
5maj_7maj_7maj_10maj_7maj_7maj_10maj_7maj_,False,0,False,False,25,14, 130 162 268 314 358 383 455 50 545 577 67 852 886 946, 134 187, b c l o t v,.maj_5.maj_7.maj_7.maj_10.maj_7.maj_7.maj_10.maj_7.maj,7,4, 268 545 67 886, b c l o t v,9
2maj_2min_10maj_10maj_4min_8maj_,False,0,False,False,14,4, 1051 227 33 478, 238, b c i l t,.min_8.maj_2.maj_2.min_10.maj_10.maj,14,4, 1051 227 33 478, b c i l t,6
5maj_5maj_5maj_9maj_,False,0,False,False,19,6, 307 322 41 554 761 964, 7 95 96 103 104 136, b bv c d i iv l s t tb tv v,.maj_5.maj_5.maj_9.maj_5.maj_5.maj_5.maj_9.maj_5.maj_5.maj_5.maj,11,5, 307 322 41 554 761, b d l s v,11
5maj_5maj_5maj_9maj_,False,0,False,False,19,6, 307 322 41 554 761 964, 7 95 96 103 104 136, b bv c d i iv l s t tb tv v,.maj_9.maj_5.maj_5.maj_5.maj_9.maj_5.maj_5.maj_5.maj,1,1, 761, b d l s v,9
5maj_5maj_5maj_9maj_,False,0,False,False,19,6, 307 322 41 554 761 964, 7 95 96 103 104 136, b bv c d i iv l s t tb tv v,.maj_5.maj_5.maj_9.maj_5.maj_5.maj_5.maj,5,3, 307 322 964, b c d i l s t v,7
5maj_5maj_5maj_9maj_,False,0,False,False,19,6, 307 322 41 554 761 964, 7 95 96 103 104 136, b bv c d i iv l s t tb tv v,.maj_5.maj_5.maj_5.maj_9.maj_5.maj,2,2, 307 41, b bv c d iv l s tb tv v,6
2maj_10maj_7maj_5maj_7maj_5maj_7maj_5maj_,False,0,False,False,16,6, 1119 215 29 623 807 995, 51, b c l o p v,.maj_2.maj_10.maj_7.maj_5.maj_7.maj_5.maj_7.maj,16,6, 1119 215 29 623 807 995, b c l o p v,8
3maj_5maj_4min_,False,0,False,False,11,3, 1167 345 956, 89, c d i l u v,.maj_5.maj_4.min_3.maj_5.maj,11,3, 1167 345 956, c d i l u v,5
7maj_9min_10maj_10maj_,False,0,False,False,9,3, 1011 555 589, 42, c d up vb,.maj_10.maj_7.maj_9.min_10.maj_10.maj,9,3, 1011 555 589, c d up vb,6
5maj_5maj_9maj_5min_,False,0,False,False,17,5, 1138 1188 192 691 789, 137 154 269, c cu d i o,.maj_5.min_5.maj_5.maj_9.maj_5.min_5.maj,14,2, 1138 789, c d i,7
5maj_5maj_9maj_5min_,False,0,False,False,17,5, 1138 1188 192 691 789, 137 154 269, c cu d i o,.min_5.maj_5.maj_9.maj_5.min_5.maj,1,1, 192, c d i,6
5maj_5maj_9maj_5min_,False,0,False,False,17,5, 1138 1188 192 691 789, 137 154 269, c cu d i o,.maj_5.maj_9.maj_5.min_5.maj,2,2, 1188 691, c cu d i o,5
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj,10,9, 1125 187 214 289 439 577 672 792 948, c h l o s v,19
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj,1,1, 187, c h l o s v,17
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj,3,3, 1125 773 852, b c d h l o s u v,15
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj,1,1, 455, b c d h l o s u v,13
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj,1,1, 115, b c d h l o s u v,12
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_5.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj,2,2, 179 314, b c d h l o s u v,11
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj,7,6, 1155 1193 322 358 455 792, b c cd ct d h l o s u v,10
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_7.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj,2,1, 952, b c cd ct d h l o s u v,9
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_10.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj,3,3, 12 1276 672, b c cd ct d h l o s u v,8
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_7.maj_5.maj_7.maj_7.maj_10.maj_7.maj,12,8, 1034 1155 1193 12 187 246 510 699, b bl c cd ct d h i l o s u v,7
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_7.maj_7.maj_10.maj_7.maj_5.maj_7.maj,15,10, 100 1193 1247 162 358 383 425 518 707 889, b c cv d h i l o p s u v vc,7
5maj_7maj_7maj_10maj_7maj_,False,0,False,False,62,36, 100 1031 1034 1125 115 1155 1193 12 1247 1276 162 179 187 214 246 289 314 322 346 358 383 425 439 455 510 518 577 672 699 707 773 792 852 889 948 952, 35 36 37 130 132 133 183 185 186 193 195 196 214 216 217 218, b bl c cd ct cv d h i l o p s t u v vc vl vt,.maj_7.maj_10.maj_7.maj_5.maj_7.maj,5,3, 1031 1276 346, b c cv d h i l o p s u v vc,6
5maj_5maj_9min_5min_,False,0,False,False,48,12, 1037 1046 1161 127 218 315 484 728 831 834 926 986, 17 141 142 270 274, b c cd d i iv l o od s v,.maj_5.maj_9.min_5.min_5.maj_5.maj_9.min_5.min_5.maj_5.maj,28,6, 1046 1161 315 728 926 986, b c d i iv od v,10
5maj_5maj_9min_5min_,False,0,False,False,48,12, 1037 1046 1161 127 218 315 484 728 831 834 926 986, 17 141 142 270 274, b c cd d i iv l o od s v,.maj_9.min_5.min_5.maj_5.maj_9.min_5.min_5.maj_5.maj,8,5, 218 484 831 834 986, b c cd d i iv od s v,9
5maj_5maj_9min_5min_,False,0,False,False,48,12, 1037 1046 1161 127 218 315 484 728 831 834 926 986, 17 141 142 270 274, b c cd d i iv l o od s v,.min_5.min_5.maj_5.maj_9.min_5.min_5.maj_5.maj,3,3, 1161 484 986, b c cd d i iv od s v,8
5maj_5maj_9min_5min_,False,0,False,False,48,12, 1037 1046 1161 127 218 315 484 728 831 834 926 986, 17 141 142 270 274, b c cd d i iv l o od s v,.min_5.maj_5.maj_9.min_5.min_5.maj_5.maj,2,1, 831, b c cd d i iv l o od s v,7
